House_ID,Date_Sold,Year_Built,Bedrooms,Bathrooms,Living_Area,Lot_Size,Neighborhood,House_Style,Overall_Condition,Roof_Material,Exterior_Finish,Basement_Type,Heating_System,Cooling_System,Garage_Capacity,Garage_Type,Pool,Fireplaces,Kitchen_Quality,Utilities,Sale_Type,Sale_Condition,Zoning_Class,School_Rating,Distance_to_City_Center,Crime_Rate_Index,Tax_Annual,Renovation_Year,Property_Type,Price
c5d918a0-17fe-49ff-861f-0bf83f3fe8de,07/20/2020,1969,5,1.0,3949,32082,Green_Valley,Colonial,9,Shingle,Wood,Slab,GasW,None,2,None,1,1,Po,No_Seer,New,Normal,FV,9,3.0,3.53,4429.200000000001,NaN,Condo,688939.0
e50fec27-e782-443b-965a-78da86fc6644,1611381600,1945,3,2.0,4401,13635,Green_Valley,Modern,3,Slate,Stone,Crawl,Grav,Central,4,None,None,1,Ex,All_Pub,New,Abnorml,FV,2,33.9,3.6,6238.8,NaN,Townhouse,714081.0
4a60bd15-e43d-4d6e-aa76-d8a88959692d,24-12-2022,1979,2,2.5,923,0.88 ac,South_Side,Victorian,6,Tile,Wood,Crawl,Wall,Window,4,Attchd,No,3,Gd,No_Sewr,WD,Partial,RM,8,27.7,3.34,5598.4,NaN,Townhouse,191402.0
e4dc3708-a0a9-442f-aa54-81b68e812925,02/28/2020,1921,2,3.0,4852,26095,West_End,Bungalow,9,Metal,Stucco,Full,GasA,Window,1,Attchd,No,2,TA,All_Pub,New,AdjLand,FV,7,3.5,1.29,6308.6,2001,Townhouse,778093.0
5deae7d3-f7e2-4368-ae41-ed7359bb2739,2021-01-05T00:00:00,1956,5,3.5,2936,19103,Downtown_Lofts,Victorian,5,Tile,Stucco,None,Grav,Window,1,Detchd,Y,1,Po,All_Pub,WD,Normal,FV,5,17.6,2.97,4878.8,NaN,Townhouse,600295.0
67786541-96f8-42bf-b700-80acf5640a9a,01-12-2023,1995,1,1.5,1528,9270,West_End,Ranch,4,Shingle,Wood,Full,Grav,Window,4,None,N,3,Ex,No_Sewr,Con,Normal,RM,6,4.4,2.51,3574.4,NaN,Townhouse,274408.0
5710d343-1a70-4cda-a1f1-980708e7ace8,09/26/2022,1902,5,2.0,847,0.1 ac,West_End,Modern,7,Slate,Brick,Crawl,Wall,Window,0,None,None,2,TA,No_Sewr,New,AdjLand,FV,4,36.2,2.92,2131.6,NaN,Condo,202035.0
db2d2472-a474-402d-9ebb-3825690a3722,02/16/2023,1903,2,2.0,4521,29918,West_End,Split-Level,Excellent,Shingle,Vinyl_Siding,Full,Grav,Window,3,BuiltIn,None,3,Gd,No_Seer,COD,Partial,RM,2,6.5,2.83,7611.8,NaN,Duplex,738538.0
1def9194-8246-4977-b86a-4d15635c24ca,06/29/2021,2001,3,3.5,3100,37581,West_End,Split-Level,8,Shingle,Stone,Crawl,GasW,None,3,None,No,2,TA,ELO,COD,Normal,RL,8,6.6,2.88,6766.0,NaN,Single_Family,556762.0
6d3cdbb4-95c7-452a-bb9b-0f05c44c1b62,2021-06-08T00:00:00,2023,3,1.5,4381,2884,Suburban_Oasis,Bungalow,8,Tile,Stucco,,Wall,Window,3,BuiltIn,N,3,Po,ELO,COD,Partial,RL,3,33.0,2.05,5106.8,NaN,Condo,746900.0
266457b9-4c9c-4b9b-b70a-fdd119d75deb,03/07/2023,1949,1,4.0,3660,27404,Suburban_Oasis,Modern,8,Slate,Vinyl_Siding,Full,GasA,Window,0,None,No,2,TA,No_Sewr,Con,Normal,RL,4,8.6,3.51,7156.0,NaN,Townhouse,641302.0
f7e012de-37c7-4a40-8cea-c08b9ae65a0a,09/05/2020,1998,3,3.5,3407,20985,West_End,Victorian,10,Tile,Stone,Full,Grav,Central,3,Detchd,None,2,Ex,All_Pub,New,Partial,RM,2,28.5,2.01,5079.6,NaN,Single_Family,607722.0
2ec82ce5-cb65-48ce-afa0-86f0211d7625,02/20/2022,1905,5,1.5,3706,38478,Green_Valley,Bungalow,2,Slate,Vinyl_Siding,None,GasW,None,3,Detchd,N,1,Gd,ELO,WD,AdjLand,RL,1,30.1,3.58,4152.8,2015,Single_Family,609080.0
eb6598b3-f127-440f-a936-37b989fc4ac2,01/05/2020,1994,3,1.0,4285,38852,West_End,Colonial,7,Slate,Stucco,Full,Grav,Central,4,Detchd,None,0,Po,No_Seer,Con,Normal,RL,3,32.6,3.83,5370.0,NaN,Single_Family,705035.0
2dec1025-72ba-41a7-8feb-b087089838c2,01/18/2023,1941,3,4.0,4406,0.26 ac,West_End,Colonial,3,Metal,Wood,Crawl,Grav,Window,0,None,N,0,Gd,ELO,COD,Normal,RL,9,9.4,4.59,8104.8,NaN,Duplex,759569.0
06e61d21-f696-44e1-b347-8466e35c94ab,2020-04-04T00:00:00,2013,5,1.5,3698,22734,Suburban_Oasis,Victorian,1,Metal,Brick,Full,Grav,Window,1,Detchd,None,2,TA,No_Sewr,COD,AdjLand,RM,10,29.8,4.84,7876.4,NaN,Single_Family,646183.0
b17a11bd-315b-4a3e-ae24-0acddcf54c8b,1622350800,1977,5,1.5,1641,0.8 ac,Green_Valley,Bungalow,5,Slate,Vinyl_Siding,Crawl,Wall,None,0,None,N,3,Gd,All_Pub,WD,Partial,RH,9,29.8,2.26,6047.8,NaN,Condo,310415.0
18498571-cce5-4385-979c-2fd00855e3ad,01/22/2023,2006,5,1.5,1083,39479,East_Gate,Victorian,Good,Metal,Wood,None,Grav,Window,1,Detchd,0,1,Po,No_Sewr,COD,AdjLand,RM,9,19.0,1.61,3332.4,2016,Duplex,
fb1a45a2-0b89-4ecb-9f76-1f3ee0413fcc,25-02-2021,2007,1,3.0,1910,28742,West_End,Modern,4,Slate,Stone,Slab,GasW,Window,0,None,N,0,Po,No_Sewr,COD,Normal,RL,3,27.3,4.14,3881.0,NaN,Condo,331258.0
026a712a-b9e6-4398-bf08-57c30d0bdc2e,31-10-2020,1937,3,1.0,909,8144,Suburban_Oasis,Victorian,10,Shingle,Stucco,Slab,Grav,Central,4,None,N,3,Fa,No_Sewr,WD,Abnorml,RM,10,13.8,4.72,1774.2,2017,Duplex,193267.0
ef3a4ee0-f8a4-45e6-a49b-59079dee4ac5,2023-11-24T00:00:00,2012,6,3.0,1414,0.62 ac,downtownlofts,Split-Level,6,Slate,Brick,Crawl,Wall,Central,0,None,N,3,Gd,No_Sewr,New,Partial,RM,1,9.3,2.84,4181.2,2020,Duplex,308998.0
c69e99ef-fe73-4763-9340-a341058fa728,29-01-2020,'10,2,1.5,2156,0.63 ac,East_Gate,Split-Level,10,Slate,Vinyl_Siding,Crawl,Wall,Window,0,None,No,2,Gd,All_Pub,New,Partial,RL,10,28.3,1.54,5193.8,NaN,Single_Family,353496.0
468b8645-7a79-4d42-b494-4f5d7dd8c6e0,11/07/2022,1930,6,1.5,3226,26900,Downtown_Lofts,Split-Level,Good,Tile,Stucco,,GasA,Window,0,None,None,2,Ex,ELO,New,Abnorml,FV,3,27.8,3.91,3748.8,NaN,Townhouse,625731.0
20257c1d-ff0d-438f-9454-bd70a2216fcc,08-08-2020,1909,2,2.5,2363,16597,Downtown_Lofts,Modern,10,Metal,Wood,None,GasW,Central,4,None,0,2,Fa,No_Sewr,New,AdjLand,RH,1,25.7,0.75,4003.4,NaN,Duplex,450524.0
5d9ada3b-9119-4330-a42d-758f16fcfd99,1695445200,1921,6,1.5,2125,4205,South_Side,Victorian,5,Shingle,Stone,,GasA,Central,4,None,1,2,Gd,ELO,COD,Partial,FV,9,37.8,0.78,5742.0,NaN,Single_Family,410229.0
12ccced5-a67d-4009-8fad-7d6b3cd06de5,1702533600,1991,4,3.5,2850,30482,East_Gate,Victorian,4,Tile,Stucco,,Wall,Central,1,Detchd,No,2,TA,ELO,COD,AdjLand,FV,7,11.0,4.73,5505.0,2002,Condo,508333.0
303a2585-896c-49be-b5ea-8664b9b2c4d1,2022-01-22T00:00:00,2018,5,2.5,1539,39958,downtownlofts,Bungalow,9,Metal,Stucco,Full,GasA,Central,4,Detchd,N,1,Fa,All_Pub,COD,Partial,RL,6,9.1,1.84,2246.2,NaN,Single_Family,328895.0
2be8bb32-82cb-4f1c-9eb1-ed28701be300,1590728400,1950,5,3.0,1624,26060,East_Gate,Ranch,1,Tile,Brick,Slab,Wall,None,2,Attchd,No,1,Gd,ELO,WD,Normal,RM,7,26.5,2.84,5985.2,NaN,Duplex,345869.0
9810512d-1203-4a5d-b2ef-244dccbb916c,1675144800,1929,5,3.0,2312,39015,Suburban_Oasis,Ranch,1,Metal,Wood,,Grav,None,0,None,0,1,Po,No_Seer,Con,Normal,RL,6,24.9,3.38,6491.6,NaN,Townhouse,473396.0
04c6dcc1-9e2c-460b-8f4c-15e59df00ce9,06/30/2023,1967,6,1.5,2907,11721,South_Side,Victorian,Poor,Metal,Vinyl_Siding,Crawl,Grav,Central,1,Attchd,None,1,Ex,All_Pub,COD,Abnorml,FV,2,21.8,3.45,4457.6,2009,Duplex,526785.0
c0fd2357-3f90-48ae-a91a-ddbffe6f74e7,2021-05-17T00:00:00,1916,3,2.5,4102,23622,Downtown_Lofts,Bungalow,7,Tile,Stucco,Slab,GasW,None,4,BuiltIn,No,0,Gd,ELO,WD,Partial,RH,10,2.5,2.83,7021.6,NaN,Duplex,750005.0
86fe1e5b-5584-4b6a-ac44-8525bb8fbc85,26-05-2021,'30,4,4.0,23380,0.53 ac,South_Side,Colonial,Fair,Slate,Wood,,GasA,None,0,None,N,2,Gd,No_Sewr,Con,Abnorml,RM,6,29.8,1.68,20012.0,NaN,Duplex,3622701.0
2dab8b4f-3851-4bbc-a2d7-bc26e8e5ee32,11/08/2020,1971,1,1.5,3518,23609,East_Gate,Victorian,3,Slate,Wood,None,GasA,Window,1,None,N,1,Po,ELO,COD,AdjLand,RM,2,30.2,1.41,5955.4,2011,Single_Family,562089.0
87357323-9158-48ed-9c6f-18d78e276450,06/23/2022,2018,1,2.0,2997,3985,Green_Valley,Colonial,10,Slate,Brick,None,GasA,None,4,BuiltIn,N,1,Po,ELO,COD,Abnorml,RM,5,15.5,2.68,6616.6,2010,Townhouse,478279.0
691ed0f9-3bcc-42bd-9114-f70f3ba94c89,2022-10-07T00:00:00,1967,4,1.5,4061,12702,East_Gate,Ranch,5,Slate,Vinyl_Siding,Crawl,Wall,Window,1,BuiltIn,None,2,Fa,No_Seer,Con,Partial,FV,6,26.9,2.48,4873.8,NaN,Duplex,678450.0
16975ff3-6554-439a-bab5-bffbb603eda2,1687842000,1930,4,3.5,4452,6855,West_End,Split-Level,4,Slate,Wood,Slab,Grav,None,1,Detchd,None,2,Fa,All_Pub,New,Normal,FV,5,35.8,4.34,6854.6,NaN,Duplex,753740.0
0e4f55dd-a484-45f6-944e-ea0497c07b49,2022-06-05T00:00:00,1926,3,1.5,2786,3894,North_Heights,Modern,6,Metal,Wood,None,Grav,Central,3,Detchd,0,3,TA,All_Pub,WD,Abnorml,RL,5,4.8,4.69,6763.8,NaN,Single_Family,470062.0
d838e4b1-198b-4eb1-beb1-9334268af510,12/14/2021,2014,5,1.5,882,21145,South_Side,Ranch,2,Metal,Brick,Slab,GasA,Central,1,Attchd,N,1,Fa,No_Sewr,WD,AdjLand,RL,5,19.9,1.83,4521.6,2005,Single_Family,197515.0
16db0a62-e5d6-46a1-97e9-81cf4f29f6ee,11-03-2023,1984,4,3.0,4104,28978,East_Gate,Victorian,8,Tile,Vinyl_Siding,Slab,GasW,Window,4,Detchd,No,0,Ex,All_Pub,COD,Partial,RL,3,12.7,3.87,5956.200000000001,2001,Single_Family,690028.0
ed4003cf-b935-46eb-aecf-55a8c3be670e,05-11-2022,1986,6+1,3.0,3291,18530,Downtown_Lofts,Split-Level,4,Shingle,Vinyl_Siding,Crawl,Grav,None,1,BuiltIn,0,0,Ex,No_Sewr,WD,Partial,FV,6,36.5,3.87,4899.8,2014,Condo,636095.0
b2db6dd0-b79f-440f-86e1-2ff591c82a9a,1605592800,1995,1,3.5,2662,4090,Green_Valley,Victorian,6,Slate,Wood,,Wall,Window,1,BuiltIn,0,3,Gd,No_Seer,Con,AdjLand,RL,2,15.1,3.17,5148.6,NaN,Townhouse,474068.0
991fb76e-ca1c-46ea-b34a-31c84f0fb0c8,2020-10-08T00:00:00,2002,6,1.0,2122,20775,West_End,Modern,3,Tile,Stone,Full,Grav,Central,2,Detchd,No,3,Fa,No_Sewr,COD,Normal,FV,1,29.6,2.92,4896.6,NaN,Single_Family,400866.0
44c5ae27-e745-4f2d-b6ac-11d738b845f3,1703916000,1947,5,3.5,4757,7946,Downtown_Lofts,Split-Level,7,Metal,Brick,None,GasA,None,4,BuiltIn,No,2,Fa,ELO,COD,AdjLand,RL,1,21.3,1.61,5338.6,NaN,Condo,872246.0
2c8c2e72-9fc3-49e8-a96f-b9274ae8e26d,1596171600,1914,4+1,3.0,2779,26068,North_Heights,Colonial,1,Metal,Vinyl_Siding,Full,Wall,Central,2,Attchd,None,3,TA,No_Sewr,New,AdjLand,RH,9,20.3,4.04,4735.200000000001,NaN,Condo,501928.0
0238c2a9-969d-4ac1-bc21-016f0b7fab7d,05/02/2020,1935,4,2.0,2256,30995,North_Heights,Ranch,6,Shingle,Stucco,Crawl,Grav,None,0,None,None,2,Po,No_Sewr,Con,AdjLand,RH,9,35.7,2.69,5200.8,NaN,Townhouse,424548.0
cbdbb3cb-f4a8-4106-bf35-d21a99079ef6,1625461200,'25,5,2.0,3577,15175,Green_Valley,Modern,9,Slate,Vinyl_Siding,Full,GasW,Window,3,Detchd,No,3,Ex,All_Pub,New,Abnorml,RL,5,5.6,1.56,6553.6,NaN,Duplex,605607.0
d9ac6ad8-9485-4fab-b441-4637b04d9686,09/10/2022,1979,6,3.5,3642,38860,West_End,Modern,6,Metal,Wood,Crawl,Grav,Central,3,Detchd,No,2,Gd,ELO,COD,Abnorml,RH,2,34.5,0.95,6362.6,NaN,Duplex,655717.0
5fb06a03-c7c6-4656-a194-cc882019a1ac,1670133600,1966,4,2.0,3780,0.87 ac,East_Gate,Bungalow,3,Metal,Wood,Slab,GasW,Window,0,None,No,3,Gd,No_Seer,New,Partial,RH,6,11.1,0.21,5878.0,NaN,Duplex,630718.0
ef958b4a-1d0c-4ce6-9a1a-8237ec319d1f,1633323600,1946,6,2.0,2681,0.09 ac,Suburban_Oasis,Split-Level,7,Metal,Wood,Crawl,Grav,None,1,BuiltIn,N,3,Fa,No_Seer,Con,Partial,RL,8,20.3,4.35,4764.8,NaN,Single_Family,528629.0
5695c9b9-7b9b-44c1-bc2d-4cc40726c71d,06/23/2022,1994,5,1.0,3080,29895,Green_Valley,Bungalow,Poor,Metal,Stone,Crawl,Grav,Window,1,Detchd,0,0,TA,No_Sewr,WD,Abnorml,FV,6,9.6,2.0,3769.0,NaN,Duplex,536011.0
973cf722-c39c-4d75-b6b3-95ad173badb8,05/05/2021,1940,3,3.0,4908,11535,Green_Valley,Ranch,5,Shingle,Stucco,Slab,Wall,None,3,Detchd,None,3,TA,No_Sewr,New,Partial,RH,10,7.3,0.21,8157.4,NaN,Single_Family,823716.0
fd3865dd-630c-47e5-a131-fb907daa1ebe,24-05-2020,1931,2+1,2.0,4888,29096,West_End,Colonial,1,Metal,Wood,None,GasA,Central,4,Detchd,N,1,Fa,ELO,Con,AdjLand,RL,9,20.3,0.56,6327.4,2017,Single_Family,767465.0
7ed343b1-c904-418a-825f-f421cb493e73,11-10-2022,1902,4,2.0,2443,4236,East_Gate,Ranch,8,Slate,Stone,Full,GasW,None,4,None,N,1,TA,ELO,Con,Abnorml,RM,8,39.9,4.36,5427.4,NaN,Duplex,420899.0
1e916838-eb28-4d15-8acf-4f03868aceda,2023-02-26T00:00:00,1985,4,1.5,3700,13592,South_Side,Ranch,4,Shingle,Vinyl_Siding,,GasA,Window,1,Detchd,N,3,Po,No_Seer,COD,Partial,RM,2,17.0,1.88,4930.0,2017,Single_Family,600394.0
6f341e83-44fb-4a09-90cc-49e0087a4daa,2021-01-17T00:00:00,2009,5,1.0,4200,2761,West_End,Bungalow,7,Slate,Stucco,Crawl,GasW,None,4,BuiltIn,Y,1,Po,No_Sewr,Con,Abnorml,FV,2,38.6,1.96,8167.0,NaN,Duplex,712040.0
6fd2bf41-89c5-4354-82a7-c897698c21a9,18-08-2022,1946,2,2.0,1759,15091,Suburban_Oasis,Split-Level,5,Shingle,Stone,,Wall,Window,1,Detchd,No,1,TA,ELO,WD,AdjLand,RL,1,37.1,3.34,3110.2,NaN,Duplex,329094.0
d232febc-18a7-454b-b3a7-03e835a708e7,1623128400,1904,6,1.5,1415,0.19 ac,Green_Valley,Modern,6,Metal,Stone,Full,Wall,Central,3,Detchd,N,3,Fa,ELO,COD,Partial,RL,5,19.5,0.91,5847.0,NaN,Townhouse,304355.0
521a81b8-c7c6-4492-b343-036774e940b2,12-07-2021,1970,3,2.0,1210,3607,Downtown_Lofts,Colonial,10,Metal,Vinyl_Siding,,GasW,Central,4,Detchd,N,1,Ex,ELO,Con,Partial,RM,4,30.9,1.1,3255.0,NaN,Townhouse,274814.0
4ab33e10-85b4-49c7-906f-8a24709db07f,2021-08-13T00:00:00,1968,6,1.5,992,0.42 ac,Downtown_Lofts,Bungalow,4,Tile,Wood,Crawl,GasW,None,4,BuiltIn,0,3,Gd,No_Sewr,WD,AdjLand,FV,8,1.5,3.34,3348.6,NaN,Duplex,278488.0
bae6811d-a837-4e26-abe9-6a2c85e12e9c,2023-07-08T00:00:00,1941,3,1.0,4974,28135,northheights,Victorian,1,Metal,Brick,Full,GasA,Window,0,None,No,1,Fa,All_Pub,WD,Partial,RH,10,17.9,3.95,6086.200000000001,NaN,Townhouse,809975.0
6438379a-5608-4d8c-8974-e645ec41b884,06/20/2022,2000,1,1.5,1219,28145,West_End,Modern,8,Shingle,Wood,Slab,GasA,Central,3,None,N,2,Gd,All_Pub,New,Abnorml,RH,10,5.3,2.94,3171.2,NaN,Condo,2049180.0
de8a6aaf-aa33-4fa8-92c0-2925e4e297bc,02-02-2022,2011,3,2.0,4389,0.62 ac,South_Side,Split-Level,6,Metal,Vinyl_Siding,,Wall,None,2,Attchd,N,3,Gd,ELO,Con,Abnorml,RH,8,18.9,0.18,6316.200000000001,NaN,Condo,718062.0
cb18d595-8a27-4149-8ac5-b81796fe8bc7,1650344400,1911,4,2.5,2834,25553,Suburban_Oasis,Colonial,1,Metal,Wood,Slab,GasW,Central,2,BuiltIn,No,3,Ex,All_Pub,New,Normal,RL,5,37.4,2.66,6364.200000000001,NaN,Single_Family,515718.0
9fd9ad5b-a9d3-41bd-8ff2-7294a0df9c7f,12/11/2020,'29,3,4.0,3832,38232,North_Heights,Ranch,6,Metal,Vinyl_Siding,None,GasA,None,1,Detchd,None,0,Po,All_Pub,COD,Normal,RL,8,14.2,4.76,7866.6,NaN,Condo,669141.0
111eed04-e11c-4513-a351-9b74f3ca76c3,2020-06-22T00:00:00,1996,4,3.5,1939,6029,West_End,Colonial,6,Shingle,Vinyl_Siding,Slab,Grav,Central,4,Attchd,None,3,Po,No_Seer,COD,Partial,FV,6,31.5,0.71,5446.2,NaN,Duplex,374137.0
37bc817a-ec9a-4ef5-b992-b1c7371fef8d,31-03-2022,1997,6,1.0,4187,15772,Suburban_Oasis,Bungalow,7,Shingle,Stone,Slab,GasA,Window,3,Attchd,Y,2,Gd,ELO,Con,Normal,RL,10,8.9,2.89,5172.6,NaN,Duplex,746272.0
468df0c7-2e18-418b-be63-f45341f17d5e,2022-03-15T00:00:00,'24,3,3.5,1252,32814,Suburban_Oasis,Bungalow,10,Tile,Brick,,GasW,Central,0,None,0,3,TA,No_Sewr,WD,Normal,FV,4,20.4,3.22,2050.6,2005,Single_Family,301317.0
aa33620f-c081-4f45-9c03-0c6dcf063244,03/21/2022,1995,4,4.0,4517,0.28 ac,Green_Valley,Ranch,Fair,Slate,Wood,Slab,GasA,Window,4,None,No,2,Po,No_Sewr,COD,Abnorml,RH,9,25.7,0.55,6201.6,2002,Condo,797454.0
b52166df-0fe5-475d-8f7d-d71ab06451ad,2022-01-25T00:00:00,1913,6,4.0,2417,27506,Downtown_Lofts,Colonial,8,Metal,Stone,,Wall,Central,2,Attchd,0,0,Po,All_Pub,New,Normal,RM,2,23.2,1.54,5017.6,NaN,Single_Family,525412.0
9609a253-b387-4b31-837e-6d8bdc73b44f,05/21/2021,1921,5,1.5,4763,8589,South_Side,Colonial,8,Slate,Stucco,Crawl,Grav,None,3,None,N,3,Gd,All_Pub,WD,Abnorml,RH,9,30.9,3.77,6925.4,2000,Single_Family,806848.0
fb0f58da-1c75-43ad-a595-5741a0ffa123,2022-10-08T00:00:00,1991,1,3.5,4205,24481,Suburban_Oasis,Ranch,3,Shingle,Stucco,Crawl,GasA,None,3,Detchd,None,0,Fa,ELO,Con,Normal,FV,8,23.0,0.45,4472.0,NaN,Townhouse,719696.0
d47ca872-2de5-44da-946c-54739196c9d5,22-05-2022,2002,1,2.5,1388,17269,Suburban_Oasis,Bungalow,3,Metal,Stone,Full,GasA,Central,0,None,N,2,Po,No_Sewr,COD,Normal,RM,3,5.8,1.7,2769.4,NaN,Townhouse,283486.0
686cb342-5be5-4af2-b23b-5ff080d22bde,03/14/2023,1925,5,3.5,3020,2070,Green_Valley,Colonial,8,Slate,Wood,Slab,Wall,None,2,None,N,1,Ex,No_Seer,COD,Partial,FV,9,15.1,0.75,3496.0,2022,Single_Family,561355.0
99bef091-1755-4a05-9eec-84dbe24d6e60,13-02-2021,1966,2,1.0,2522,23053,South_Side,Modern,2,Slate,Stucco,Crawl,Grav,None,3,BuiltIn,N,0,Gd,No_Sewr,WD,Normal,RL,10,34.4,2.77,4478.6,NaN,Duplex,407620.0
a84d0560-6e50-4b3b-a974-c6b644e6e082,1651986000,1903,3,3.5,12540,17203,West_End,Split-Level,5,Tile,Stucco,None,Wall,None,4,Attchd,N,3,TA,ELO,New,AdjLand,RL,4,18.3,4.56,12909.0,2010,Single_Family,1971593.0
ec8d3f6b-01a7-45dd-bdf2-5dabe5c70f09,1649048400,1945,6,3.5,907,0.42 ac,North_Heights,Split-Level,3,Tile,Vinyl_Siding,,GasA,Window,0,None,N,3,Fa,No_Seer,WD,Partial,FV,8,8.8,1.85,5173.6,2012,Condo,255281.0
dd05b4e5-06de-4feb-8c11-aae18259d76e,1577944800,1932,6+1,2.5,3570,34431,Green_Valley,Ranch,7,Tile,Stone,Full,GasA,Central,0,None,0,2,Fa,No_Sewr,COD,Partial,RH,5,2.7,4.96,5759.0,2000,Duplex,623467.0
40c473f9-e375-4031-9772-4fa7ad60e25e,06/30/2021,1955,2+1,4.0,2639,23060,Green_Valley,Victorian,4,Slate,Stucco,Crawl,GasW,Window,2,BuiltIn,None,3,Fa,No_Sewr,Con,Partial,RH,2,15.5,0.1,4530.200000000001,2016,Duplex,482395.0
334fc0e0-64c6-40a7-8df0-ab4f4762fe02,11/18/2023,2021,3,2.5,1493,10790,Suburban_Oasis,Victorian,2,Shingle,Vinyl_Siding,Crawl,GasA,Window,0,None,Y,0,Ex,All_Pub,Con,Normal,RM,6,21.9,1.66,2306.4,NaN,Duplex,348655.0
64c3ef2f-d304-4ab0-9c9c-1adb25edcc07,10-12-2020,'02,6+1,1.5,4418,18585,East_Gate,Ranch,3,Shingle,Wood,None,GasW,Window,4,Attchd,0,3,Gd,No_Seer,WD,AdjLand,RH,4,16.4,2.13,5753.4,NaN,Condo,735232.0
25464037-51a0-4203-acea-04ca741a4ec4,1654146000,2009,2,1.5,4544,0.36 ac,Green_Valley,Bungalow,8,Metal,Brick,Slab,Grav,Window,3,None,None,0,Ex,ELO,Con,AdjLand,FV,5,1.4,1.21,5124.200000000001,NaN,Duplex,736862.0
3365a338-d540-4b33-81f9-4ce6ed500463,1617512400,1967,4,3.5,2623,22865,West_End,Colonial,5,Tile,Stone,None,Grav,Window,3,Attchd,0,3,TA,All_Pub,New,Normal,FV,8,25.0,2.72,3514.4,NaN,Condo,481551.0
f800a870-216f-4fdc-b18a-59c37397765e,04/25/2020,1958,3,2.5,4642,7658,Suburban_Oasis,Victorian,7,Metal,Stone,Crawl,GasA,Window,3,Detchd,No,0,Po,ELO,WD,AdjLand,RM,1,1.5,2.42,8432.6,NaN,Condo,790339.0
f83c3612-e540-4d8e-8902-0fe6b0a3b498,1642053600,1941,4,3.5,2084,24576,West_End,Colonial,3,Tile,Wood,Crawl,Wall,Window,1,BuiltIn,0,3,TA,ELO,New,Partial,RH,3,31.4,0.85,4651.2,NaN,Single_Family,400047.0
a2e48a4a-e8c5-45d4-b1c3-64fcc70b2bb9,2022-01-21T00:00:00,1907,5,1.5,1304,6827,Suburban_Oasis,Bungalow,10,Metal,Brick,Slab,GasA,None,2,None,No,2,Fa,No_Seer,Con,AdjLand,RH,9,34.7,0.47,3359.2,NaN,Duplex,288379.0
7a66b82d-211d-4bcf-bc44-2a57d7686c0a,07-06-2020,1971,2+1,2.0,2494,0.07 ac,South_Side,Ranch,4,Metal,Brick,None,Grav,Window,0,None,None,0,Gd,All_Pub,COD,Abnorml,FV,6,7.9,0.94,3240.2,NaN,Condo,415020.0
6d36da0c-6668-4766-be2f-a044acad278b,1609567200,1973,5,2.0,1323,33815,Green_Valley,Bungalow,10,Shingle,Brick,None,GasA,None,3,Attchd,0,1,Fa,ELO,WD,Normal,RH,6,25.5,2.93,2878.4,NaN,Duplex,296728.0
33c5122f-435d-46a5-942f-c338074ee090,2024-01-13T00:00:00,1935,3,2.0,1846,10381,Downtown_Lofts,Ranch,4,Tile,Wood,Slab,Wall,Window,2,None,No,3,Ex,All_Pub,WD,AdjLand,RL,10,9.4,2.52,5949.8,NaN,Condo,379607.0
ccb9a1c7-5a6d-498e-b3e5-3edb985e43fc,1624251600,1909,3,3.5,1890,35462,East_Gate,Ranch,3,Metal,Stucco,Slab,GasW,None,3,None,None,0,Fa,No_Sewr,COD,Abnorml,FV,3,22.6,1.62,2916.0,2003,Condo,382693.0
23da0a62-8246-47ce-95ac-46e886315e2f,2022-09-19T00:00:00,1937,2,3.0,3377,0.47 ac,Green_Valley,Victorian,Poor,Metal,Stone,Full,GasA,None,0,None,N,1,Po,No_Sewr,Con,Partial,RM,1,20.8,1.28,4320.6,NaN,Duplex,554943.0
09726b64-b072-4e89-8fb6-06385268981b,2020-08-02T00:00:00,'62,4,4.0,4609,4167,West_End,Split-Level,6,Metal,Wood,Crawl,GasA,None,2,Attchd,1,1,Po,No_Seer,Con,AdjLand,RL,7,23.2,3.41,5771.200000000001,2012,Condo,816347.0
f2b1d077-9850-4ca0-8b4b-c887fcad2787,08/03/2022,1970,4,1.0,2937,21857,East_Gate,Victorian,1,Metal,Wood,Full,GasW,Window,0,None,None,0,Fa,No_Sewr,New,Normal,RM,1,9.9,2.4,4321.6,NaN,Condo,492872.0
759242bc-c198-4f76-a597-3dcf2149b55f,11/17/2023,1902,5,3.5,2796,10263,East_Gate,Ranch,1,Metal,Vinyl_Siding,,GasW,None,3,None,0,1,Fa,ELO,Con,Partial,FV,5,34.9,0.55,5230.8,NaN,Duplex,516572.0
ecec497a-2f3a-4521-b17b-a540cf044bd5,25-02-2020,1969,4,3.5,1377,29642,Suburban_Oasis,Colonial,7,Tile,Stone,Crawl,GasW,None,3,Detchd,Pool,1,Ex,No_Sewr,New,Normal,RH,10,2.5,0.28,4467.6,NaN,Townhouse,353817.0
ffafe715-e7ef-4582-96ba-b6e5417a6296,2022-04-12T00:00:00,1926,5,2.0,2391,29529,West_End,Bungalow,5,Tile,Brick,None,GasW,None,4,Attchd,N,1,Po,All_Pub,WD,Partial,RL,1,40.0,4.2,4768.8,NaN,Condo,443365.0
